timestamp,cpu_util_pct,ram_used_mb,ram_total_mb,ram_avail_mb,ram_used_pct,disk_r_s,disk_w_s,disk_rkB_s,disk_wkB_s,disk_r_await_ms,disk_w_await_ms,disk_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_free_mb,gpu_util_pct,dcgmi_power_w,dcgmi_gpu_util_pct,dcgmi_mem_copy_util_pct,dcgmi_gr_active,dcgmi_sm_active,dcgmi_pcie_tx_bytes,dcgmi_pcie_rx_bytes
2026-08-31T16:14:51,0.2,4348,1547350,1531819,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.193,0.000,0.0,0.0
2026-08-31T16:14:52,0.2,4351,1547350,1531817,0.3,0.00,1.60,0.00,6.40,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.231,0.000,0.0,0.0
2026-08-31T16:14:53,1.8,4355,1547350,1531812,0.3,0.00,1.11,0.00,4.46,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.232,0.000,0.0,0.0
2026-08-31T16:14:54,0.2,4358,1547350,1531810,0.3,0.00,1.15,0.00,4.61,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.202,0.000,0.0,601417.5
2026-08-31T16:14:55,0.2,4361,1547350,1531806,0.3,0.00,1.01,0.00,4.04,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.183,0.000,0.0,601417.5
2026-08-31T16:14:56,0.2,4363,1547350,1531805,0.3,0.00,0.99,0.00,3.97,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.211,0.000,0.0,694157.5
2026-08-31T16:14:56,0.2,4363,1547350,1531804,0.3,0.00,1.10,0.00,4.38,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.184,0.000,0.0,695675.0
2026-08-31T16:14:58,0.2,4364,1547350,1531804,0.3,0.00,0.74,0.00,2.97,0.00,1.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.206,0.000,0.0,655385.5
2026-08-31T16:14:59,0.2,4364,1547350,1531803,0.3,0.00,2.39,0.00,29.52,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.213,0.000,0.0,665207.5
2026-08-31T16:15:01,0.3,4369,1547350,1531799,0.3,0.00,0.66,0.00,2.65,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.209,0.000,0.0,665207.5
2026-08-31T16:15:01,0.2,4370,1547350,1531798,0.3,0.00,1.96,0.00,7.86,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.215,0.000,0.0,679172.0
2026-08-31T16:15:03,0.2,4371,1547350,1531796,0.3,0.00,0.66,0.00,2.65,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.200,0.000,0.0,721865.0
2026-08-31T16:15:04,0.2,4371,1547350,1531797,0.3,0.00,1.00,0.00,4.01,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.216,0.000,0.0,658910.5
2026-08-31T16:15:06,0.2,4371,1547350,1531796,0.3,0.00,0.56,0.00,2.25,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.193,0.000,0.0,669463.5
