timestamp,cpu_util_pct,ram_used_mb,ram_total_mb,ram_avail_mb,ram_used_pct,disk_r_s,disk_w_s,disk_rkB_s,disk_wkB_s,disk_r_await_ms,disk_w_await_ms,disk_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_free_mb,gpu_util_pct,dcgmi_power_w,dcgmi_gpu_util_pct,dcgmi_mem_copy_util_pct,dcgmi_gr_active,dcgmi_sm_active,dcgmi_pcie_tx_bytes,dcgmi_pcie_rx_bytes
2026-08-31T15:44:09,0.2,4347,1547350,1531820,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.198,0.000,0.0,0.0
2026-08-31T15:44:11,0.2,4347,1547350,1531821,0.3,0.00,1.72,0.00,6.89,0.00,0.00,0.09,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.281,0.000,0.0,0.0
2026-08-31T15:44:12,1.2,4347,1547350,1531821,0.3,0.00,0.66,0.00,2.64,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.243,0.000,0.0,0.0
2026-08-31T15:44:12,0.3,4350,1547350,1531818,0.3,0.00,2.67,0.00,10.67,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.212,0.000,0.0,600334.5
2026-08-31T15:44:14,0.2,4353,1547350,1531815,0.3,0.00,0.89,0.00,3.56,0.00,0.00,0.09,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.256,0.000,0.0,653061.0
2026-08-31T15:44:15,0.2,4356,1547350,1531812,0.3,0.00,0.83,0.00,3.34,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.306,0.000,0.0,693983.0
2026-08-31T15:44:16,0.2,4356,1547350,1531811,0.3,0.00,0.73,0.00,2.90,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.312,0.000,0.0,693983.0
2026-08-31T15:44:17,0.2,4357,1547350,1531811,0.3,0.00,23.34,0.00,169.66,0.00,0.08,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.208,0.000,0.0,690668.5
2026-08-31T15:44:18,0.2,4356,1547350,1531811,0.3,0.00,0.62,0.00,2.50,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.192,0.000,0.0,658502.5
2026-08-31T15:44:20,0.2,4356,1547350,1531811,0.3,0.00,0.63,0.00,2.53,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.219,0.000,0.0,735386.0
2026-08-31T15:44:21,0.2,4358,1547350,1531810,0.3,0.00,0.75,0.00,3.00,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.203,0.000,0.0,735386.0
2026-08-31T15:44:22,0.3,4358,1547350,1531810,0.3,0.00,2.64,0.00,10.55,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.223,0.000,0.0,695746.5
2026-08-31T15:44:23,0.2,4358,1547350,1531809,0.3,0.00,0.64,0.00,2.58,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.228,0.000,0.0,677470.5
2026-08-31T15:44:24,0.2,4359,1547350,1531809,0.3,0.00,0.97,0.00,3.86,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.270,0.000,0.0,661436.0
2026-08-31T15:44:26,0.2,4359,1547350,1531808,0.3,0.00,0.65,0.00,2.58,0.00,1.00,0.06,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.234,0.000,0.0,675930.5
2026-08-31T15:44:27,0.2,4358,1547350,1531809,0.3,0.00,0.92,0.00,3.67,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.235,0.000,0.0,715242.5
2026-08-31T15:44:28,0.2,4358,1547350,1531809,0.3,0.00,0.64,0.00,2.56,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.183,0.000,0.0,715242.5
2026-08-31T15:44:29,0.2,4358,1547350,1531809,0.3,0.00,1.16,0.00,4.64,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.163,0.000,0.0,691472.5
2026-08-31T15:44:31,0.2,4359,1547350,1531808,0.3,0.00,0.76,0.00,3.05,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.192,0.000,0.0,670383.5
2026-08-31T15:44:32,0.2,4360,1547350,1531808,0.3,0.00,1.76,0.00,7.04,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.202,0.000,0.0,662546.5
2026-08-31T15:44:33,0.2,4361,1547350,1531807,0.3,0.00,0.97,0.00,3.89,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.210,0.000,0.0,662546.5
