timestamp,cpu_util_pct,ram_used_mb,ram_total_mb,ram_avail_mb,ram_used_pct,disk_r_s,disk_w_s,disk_rkB_s,disk_wkB_s,disk_r_await_ms,disk_w_await_ms,disk_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_free_mb,gpu_util_pct,dcgmi_power_w,dcgmi_gpu_util_pct,dcgmi_mem_copy_util_pct,dcgmi_gr_active,dcgmi_sm_active,dcgmi_pcie_tx_bytes,dcgmi_pcie_rx_bytes
2026-09-01T03:45:29,1.7,4949,1547350,1531126,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.825,0.000,0.0,0.0
2026-09-01T03:45:30,1.5,4949,1547350,1531125,0.3,0.00,2.19,0.00,8.76,0.00,0.50,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.761,0.000,0.0,0.0
2026-09-01T03:45:31,1.7,4951,1547350,1531124,0.3,0.00,0.80,0.00,3.21,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.790,0.000,0.0,0.0
2026-09-01T03:45:32,1.7,4954,1547350,1531121,0.3,0.00,8.99,0.00,35.96,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.841,0.000,0.0,602306.5
2026-09-01T03:45:33,3.2,4957,1547350,1531118,0.3,0.00,0.98,0.00,3.93,0.00,1.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.825,0.000,0.0,602306.5
2026-09-01T03:45:34,1.7,4960,1547350,1531114,0.3,0.00,1.07,0.00,4.29,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.767,0.000,0.0,714323.0
2026-09-01T03:45:35,1.6,4961,1547350,1531113,0.3,0.00,1.00,0.00,4.00,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.731,0.000,0.0,729831.0
2026-09-01T03:45:36,1.5,4958,1547350,1531116,0.3,0.00,1.00,0.00,4.00,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.769,0.000,0.0,678716.5
2026-09-01T03:45:37,1.6,4958,1547350,1531116,0.3,0.00,3.00,0.00,63.94,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.790,0.000,0.0,677058.5
2026-09-01T03:45:38,1.5,4955,1547350,1531120,0.3,0.00,1.05,0.00,4.22,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.847,0.000,0.0,683597.0
2026-09-01T03:45:39,1.7,4961,1547350,1531113,0.3,0.00,0.87,0.00,3.48,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.894,0.000,0.0,673658.0
2026-09-01T03:45:40,1.7,4962,1547350,1531113,0.3,0.00,0.89,0.00,3.56,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.924,0.000,0.0,676636.0
2026-09-01T03:45:41,1.7,4966,1547350,1531109,0.3,0.00,1.70,0.00,6.80,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.888,0.000,0.0,686483.0
2026-09-01T03:45:43,1.7,4963,1547350,1531112,0.3,0.00,0.98,0.00,3.93,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.005,0.000,0.0,735424.5
2026-09-01T03:45:44,1.7,4971,1547350,1531103,0.3,0.00,0.87,0.00,3.48,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.995,0.000,0.0,683037.5
2026-09-01T03:45:45,1.7,4969,1547350,1531106,0.3,0.00,0.88,0.00,3.53,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.953,0.000,0.0,683037.5
2026-09-01T03:45:46,1.8,4968,1547350,1531107,0.3,0.00,65.65,0.00,1008.79,0.00,0.14,0.12,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.962,0.000,0.0,712272.5
2026-09-01T03:45:46,1.8,4967,1547350,1531108,0.3,0.00,1.63,0.00,6.54,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.944,0.000,0.0,712272.5
2026-09-01T03:45:47,1.8,4967,1547350,1531108,0.3,0.00,1.07,0.00,4.26,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.980,0.000,0.0,701012.5
2026-09-01T03:45:48,1.7,4971,1547350,1531104,0.3,0.00,0.96,0.00,3.82,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.994,0.000,0.0,642770.5
2026-09-01T03:45:50,1.7,4965,1547350,1531109,0.3,0.00,0.77,0.00,3.10,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.977,0.000,0.0,706444.0
2026-09-01T03:45:51,1.8,4965,1547350,1531109,0.3,0.00,0.80,0.00,3.18,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.995,0.000,0.0,667685.0
2026-09-01T03:45:52,1.7,4971,1547350,1531103,0.3,0.00,0.75,0.00,2.99,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.056,0.000,0.0,663147.5
2026-09-01T03:45:53,1.7,4966,1547350,1531109,0.3,0.00,0.85,0.00,3.39,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.998,0.000,0.0,675615.0
2026-09-01T03:45:55,1.7,4972,1547350,1531102,0.3,0.00,0.78,0.00,3.12,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.992,0.000,0.0,702189.5
2026-09-01T03:45:56,1.7,4972,1547350,1531103,0.3,0.00,0.90,0.00,3.58,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.023,0.000,0.0,657773.0
2026-09-01T03:45:57,1.7,4972,1547350,1531103,0.3,0.00,1.82,0.00,7.29,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.070,0.000,0.0,657773.0
2026-09-01T03:45:58,1.7,4974,1547350,1531100,0.3,0.00,1.87,0.00,7.48,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.012,0.000,0.0,729983.5
2026-09-01T03:45:59,1.7,4976,1547350,1531099,0.3,0.00,0.78,0.00,3.13,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.019,0.000,0.0,729983.5
2026-09-01T03:46:00,1.7,4973,1547350,1531102,0.3,0.00,1.61,0.00,6.45,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.063,0.000,0.0,739956.5
2026-09-01T03:46:00,1.7,4973,1547350,1531101,0.3,0.00,1.77,0.00,7.09,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.115,0.000,0.0,675688.0
2026-09-01T03:46:02,1.8,4981,1547350,1531094,0.3,0.00,0.86,0.00,3.42,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.196,0.000,0.0,676013.5
2026-09-01T03:46:03,1.7,4982,1547350,1531093,0.3,0.00,0.76,0.00,3.05,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.159,0.000,0.0,665370.0
2026-09-01T03:46:04,1.7,5007,1547350,1531067,0.3,0.00,0.72,0.00,2.87,0.00,0.00,0.07,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.176,0.000,0.0,665370.0
2026-09-01T03:46:05,2.3,5039,1547350,1531036,0.3,0.00,1.20,0.00,4.80,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.262,0.000,0.0,682509.0
2026-09-01T03:46:07,2.7,5049,1547350,1531026,0.3,0.00,1.78,0.00,40.40,0.00,0.33,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.286,0.000,0.0,666326.0
2026-09-01T03:46:08,2.3,5050,1547350,1531024,0.3,0.00,0.88,0.00,3.51,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.270,0.000,0.0,671755.0
2026-09-01T03:46:09,1.9,5073,1547350,1531002,0.3,0.00,5.84,0.00,296.72,0.00,0.00,0.07,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.156,0.000,0.0,674757.5
2026-09-01T03:46:10,2.6,5057,1547350,1531017,0.3,0.00,0.83,0.00,3.33,0.00,1.00,0.08,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.194,0.000,0.0,666602.5
2026-09-01T03:46:12,3.1,5083,1547350,1530992,0.3,0.00,1.27,0.00,5.10,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.182,0.000,0.0,663357.5
2026-09-01T03:46:14,3.2,5095,1547350,1530980,0.3,0.00,2.60,0.00,52.02,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.285,0.000,0.0,680476.0
