timestamp,cpu_util_pct,ram_used_mb,ram_total_mb,ram_avail_mb,ram_used_pct,disk_r_s,disk_w_s,disk_rkB_s,disk_wkB_s,disk_r_await_ms,disk_w_await_ms,disk_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_free_mb,gpu_util_pct,dcgmi_power_w,dcgmi_gpu_util_pct,dcgmi_mem_copy_util_pct,dcgmi_gr_active,dcgmi_sm_active,dcgmi_pcie_tx_bytes,dcgmi_pcie_rx_bytes
2026-09-01T05:24:16,0.2,4820,1547350,1531349,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.920,0.000,0.0,0.0
2026-09-01T05:24:17,0.2,4822,1547350,1531347,0.3,0.00,3.86,0.00,15.42,0.00,0.20,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.956,0.000,0.0,0.0
2026-09-01T05:24:19,0.2,4824,1547350,1531346,0.3,0.00,0.72,0.00,2.86,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.991,0.000,0.0,602357.0
2026-09-01T05:24:20,0.2,4825,1547350,1531345,0.3,0.00,1.01,0.00,4.04,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.990,0.000,0.0,696006.5
2026-09-01T05:24:21,1.3,4827,1547350,1531343,0.3,0.00,0.79,0.00,3.16,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.940,0.000,0.0,701761.0
2026-09-01T05:24:22,0.2,4832,1547350,1531338,0.3,0.00,2.18,0.00,8.73,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,79.986,0.000,0.0,712951.0
2026-09-01T05:24:23,0.2,4834,1547350,1531335,0.3,0.00,0.84,0.00,3.36,0.00,0.00,0.08,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.041,0.000,0.0,686833.5
2026-09-01T05:24:24,0.2,4836,1547350,1531334,0.3,0.00,0.87,0.00,3.47,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.028,0.000,0.0,686833.5
2026-09-01T05:24:25,0.3,4836,1547350,1531334,0.3,0.00,1.91,0.00,7.63,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.007,0.000,0.0,736318.0
2026-09-01T05:24:26,0.2,4836,1547350,1531334,0.3,0.00,2.65,0.00,23.87,0.00,0.00,0.00,3960.0,95830.0,91392.0,0.0,0.0,0.5,0.0,80.041,0.000,0.0,736318.0
