timestamp,disk_r_s,disk_w_s,disk_rkB_s,disk_wkB_s,disk_r_await_ms,disk_w_await_ms,disk_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_free_mb,gpu_util_pct,dcgmi_power_w,dcgmi_gpu_util_pct,dcgmi_nvlink_tx_mbs,dcgmi_nvlink_rx_mbs,dcgmi_pcie_tx_mbs,dcgmi_pcie_rx_mbs
2026-05-05T07:59:02,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,30.2,0.0,0.0,6164552.5
2026-05-05T07:59:03,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,6899597.0
2026-05-05T07:59:05,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,7749825.0
2026-05-05T07:59:06,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,6504673.0
2026-05-05T07:59:07,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,4769565.0
2026-05-05T07:59:09,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,4744640.0
2026-05-05T07:59:10,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,6457776.5
2026-05-05T07:59:11,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,6354266.5
2026-05-05T07:59:13,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.7,0.0,0.0,4673566.0
2026-05-05T07:59:14,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,7285700.5
2026-05-05T07:59:15,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,4742713.0
2026-05-05T07:59:17,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,6621734.0
2026-05-05T07:59:18,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,6075597.5
2026-05-05T07:59:20,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,4748413.0
2026-05-05T07:59:21,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,5846310.5
2026-05-05T07:59:22,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,4692369.5
2026-05-05T07:59:24,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.9,0.0,0.0,7336949.0
2026-05-05T07:59:25,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,6594213.0
2026-05-05T07:59:26,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.7,0.0,0.0,4903736.5
2026-05-05T07:59:28,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,4931531.0
2026-05-05T07:59:29,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,4948128.0
2026-05-05T07:59:30,,,,,,,,4.0,24576.0,24164.0,0.0,0.0,0.5,27.8,0.0,0.0,3289561.5
