timestamp,disk_r_s,disk_w_s,disk_rkB_s,disk_wkB_s,disk_r_await_ms,disk_w_await_ms,disk_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_free_mb,gpu_util_pct
2026-05-02T22:39:16,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:17,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:18,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:19,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:20,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:21,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:22,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:23,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:24,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:26,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:27,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:28,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:29,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:30,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:31,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:32,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:33,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:34,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:35,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:36,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:37,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:38,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:40,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:41,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:42,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:43,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:44,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:45,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:46,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:47,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:48,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:49,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:50,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:51,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:53,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:54,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:55,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:56,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:57,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:58,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:39:59,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:00,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:01,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:02,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:03,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:05,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:06,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:07,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:08,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:09,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:10,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:11,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:12,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:13,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:14,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:15,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:16,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:17,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:19,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:20,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:21,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:22,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:23,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:24,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:25,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:26,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:27,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:28,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:29,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:31,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:32,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:33,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:34,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:35,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:36,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:37,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:38,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:39,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:40,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:41,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:42,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:43,,,,,,,,1.0,46068.0,45488.0,0.0
2026-05-02T22:40:45,,,,,,,,4.0,46068.0,45485.0,0.0
2026-05-02T22:40:46,,,,,,,,4.0,46068.0,45485.0,0.0
2026-05-02T22:40:47,,,,,,,,4.0,46068.0,45485.0,0.0
2026-05-02T22:40:48,,,,,,,,27.0,46068.0,45462.0,0.0
2026-05-02T22:40:49,,,,,,,,537.0,46068.0,44952.0,0.0
2026-05-02T22:40:50,,,,,,,,537.0,46068.0,44952.0,0.0
2026-05-02T22:40:51,,,,,,,,537.0,46068.0,44952.0,0.0
2026-05-02T22:40:52,,,,,,,,537.0,46068.0,44952.0,0.0
2026-05-02T22:40:53,,,,,,,,537.0,46068.0,44952.0,0.0
2026-05-02T22:40:54,,,,,,,,537.0,46068.0,44952.0,0.0
