timestamp,disk_r_s,disk_w_s,disk_rkB_s,disk_wkB_s,disk_r_await_ms,disk_w_await_ms,disk_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_free_mb,gpu_util_pct,dcgmi_power_w,dcgmi_gpu_util_pct,dcgmi_nvlink_tx_mbs,dcgmi_nvlink_rx_mbs,dcgmi_pcie_tx_mbs,dcgmi_pcie_rx_mbs
2026-05-02T01:25:19,,,,,,,,3805.0,46068.0,41684.0,75.0,12.6,1.2,72.3,0.2,0.1,26001928.0
2026-05-02T01:25:21,,,,,,,,3805.0,46068.0,41684.0,25.0,4.2,1.2,61.8,0.1,0.1,27876319.4
2026-05-02T01:25:22,,,,,,,,3805.0,46068.0,41684.0,21.0,2.8,1.2,73.0,0.1,0.1,26195924.2
2026-05-02T01:25:24,,,,,,,,3805.0,46068.0,41684.0,76.0,9.0,1.2,62.2,0.1,0.1,25534500.8
2026-05-02T01:25:25,,,,,,,,3805.0,46068.0,41684.0,78.0,13.0,1.2,69.8,0.0,0.0,5417893.4
2026-05-02T01:25:27,,,,,,,,3805.0,46068.0,41684.0,75.0,2.4,1.2,66.0,0.1,0.1,26451490.8
2026-05-02T01:25:28,,,,,,,,3805.0,46068.0,41684.0,14.0,12.4,1.2,66.3,0.0,0.0,3502911.2
2026-05-02T01:25:29,,,,,,,,3805.0,46068.0,41684.0,73.0,12.8,1.2,69.9,0.2,0.1,27252876.8
2026-05-02T01:25:31,,,,,,,,3805.0,46068.0,41684.0,76.0,5.6,1.2,68.2,0.2,0.1,27005446.6
2026-05-02T01:25:32,,,,,,,,3805.0,46068.0,41684.0,66.0,3.6,1.2,64.3,0.2,0.1,25436482.8
2026-05-02T01:25:34,,,,,,,,3805.0,46068.0,41684.0,75.0,12.6,1.2,68.4,0.1,0.1,26454650.8
2026-05-02T01:25:35,,,,,,,,3805.0,46068.0,41684.0,78.0,13.0,1.2,73.5,0.2,0.1,26602578.6
2026-05-02T01:25:36,,,,,,,,3805.0,46068.0,41684.0,75.0,12.6,1.2,68.7,0.2,0.1,25795671.4
2026-05-02T01:25:38,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,71.1,0.2,0.1,26068817.2
2026-05-02T01:25:39,,,,,,,,3805.0,46068.0,41684.0,76.0,6.4,1.2,62.1,0.2,0.1,26364388.4
