timestamp,cpu_util_pct,ram_used_mb,ram_total_mb,ram_avail_mb,ram_used_pct,disk_r_s,disk_w_s,disk_rkB_s,disk_wkB_s,disk_r_await_ms,disk_w_await_ms,disk_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_free_mb,gpu_util_pct,dcgmi_power_w,dcgmi_gpu_util_pct,dcgmi_mem_copy_util_pct,dcgmi_gr_active,dcgmi_sm_active,dcgmi_pcie_tx_bytes,dcgmi_pcie_rx_bytes
2026-09-09T00:11:43,0.1,3531,1547350,1532658,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.368,0.000,0.0,0.0
2026-09-09T00:11:44,0.2,3534,1547350,1532655,0.2,0.00,3.93,0.00,15.72,0.00,0.25,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.391,0.000,0.0,0.0
2026-09-09T00:11:45,0.2,3536,1547350,1532653,0.2,0.00,1.93,0.00,7.72,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.368,0.000,0.0,0.0
2026-09-09T00:11:46,0.2,3542,1547350,1532647,0.2,0.00,3.06,0.00,16.33,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.359,0.000,0.0,600273.0
2026-09-09T00:11:47,2.8,3549,1547350,1532640,0.2,0.00,2.04,0.00,8.16,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.379,0.000,0.0,683874.0
2026-09-09T00:11:48,0.2,3558,1547350,1532631,0.2,0.00,1.98,0.00,7.93,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.386,0.000,0.0,696365.5
2026-09-09T00:11:49,0.2,3561,1547350,1532629,0.2,0.00,1.98,0.00,7.92,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.391,0.000,0.0,691579.5
2026-09-09T00:11:50,0.2,3561,1547350,1532628,0.2,0.00,1.99,0.00,7.98,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.358,0.000,0.0,691579.5
2026-09-09T00:11:51,0.2,3562,1547350,1532627,0.2,0.00,2.02,0.00,8.10,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.373,0.000,0.0,718344.5
2026-09-09T00:11:52,0.2,3564,1547350,1532625,0.2,0.00,3.00,0.00,16.02,0.00,0.33,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.394,0.000,0.0,718344.5
2026-09-09T00:11:54,0.1,3565,1547350,1532625,0.2,0.00,1.25,0.00,4.99,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.386,0.000,0.0,655001.5
2026-09-09T00:11:56,0.1,3566,1547350,1532624,0.2,0.00,0.85,0.00,3.38,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.365,0.000,0.0,655001.5
2026-09-09T00:11:57,0.3,3566,1547350,1532623,0.2,0.00,3.10,0.00,12.40,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.373,0.000,0.0,744228.5
2026-09-09T00:11:58,0.2,3567,1547350,1532623,0.2,0.00,4.73,0.00,23.67,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.383,0.000,0.0,686717.0
2026-09-09T00:11:59,0.2,3570,1547350,1532619,0.2,0.00,2.13,0.00,8.54,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.373,0.000,0.0,686717.0
2026-09-09T00:11:59,0.2,3569,1547350,1532620,0.2,0.00,3.02,0.00,12.08,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.403,0.000,0.0,704572.5
2026-09-09T00:12:01,0.2,3574,1547350,1532615,0.2,0.00,1.70,0.00,6.80,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.374,0.000,0.0,704572.5
2026-09-09T00:12:02,0.3,3576,1547350,1532613,0.2,0.00,2.01,0.00,8.02,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.376,0.000,0.0,749603.0
2026-09-09T00:12:02,0.3,3576,1547350,1532614,0.2,0.00,6.56,0.00,26.23,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.380,0.000,0.0,749603.0
2026-09-09T00:12:03,0.3,3580,1547350,1532609,0.2,0.00,13.01,0.00,57.80,0.00,0.11,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.374,0.000,0.0,738314.5
2026-09-09T00:12:04,0.2,3580,1547350,1532609,0.2,0.00,1.93,0.00,7.74,0.00,0.50,0.10,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.372,0.000,0.0,704266.0
2026-09-09T00:12:05,0.2,3581,1547350,1532609,0.2,0.00,1.80,0.00,7.21,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.345,0.000,0.0,677631.0
2026-09-09T00:12:06,0.2,3583,1547350,1532607,0.2,0.00,1.90,0.00,7.62,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.344,0.000,0.0,677631.0
2026-09-09T00:12:07,0.1,3585,1547350,1532605,0.2,0.00,2.63,0.00,29.89,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.358,0.000,0.0,624921.0
2026-09-09T00:12:14,0.1,3581,1547350,1532608,0.2,0.00,0.72,0.00,4.02,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.373,0.000,0.0,619626.5
2026-09-09T00:12:19,0.0,3582,1547350,1532607,0.2,0.00,0.39,0.00,1.56,0.00,0.50,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.340,0.000,0.0,645194.5
2026-09-09T00:12:21,0.1,3583,1547350,1532606,0.2,0.00,1.44,0.00,7.69,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.380,0.000,0.0,614759.0
2026-09-09T00:12:28,0.0,3585,1547350,1532604,0.2,0.00,0.74,0.00,4.16,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.406,0.000,0.0,614247.5
2026-09-09T00:12:35,0.0,3585,1547350,1532604,0.2,0.00,0.29,0.00,1.16,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.394,0.000,0.0,640385.0
2026-09-09T00:12:37,0.1,3584,1547350,1532605,0.2,0.00,5.40,0.00,48.84,0.00,0.08,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.397,0.000,0.0,685106.5
2026-09-09T00:12:41,0.1,3585,1547350,1532605,0.2,0.00,0.77,0.00,4.13,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.357,0.000,0.0,646201.0
2026-09-09T00:12:49,0.0,3586,1547350,1532603,0.2,0.00,0.41,0.00,2.21,0.00,0.33,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.395,0.000,0.0,662503.0
2026-09-09T00:12:58,0.0,3587,1547350,1532602,0.2,0.00,0.44,0.00,2.67,0.00,0.00,0.01,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.356,0.000,0.0,614292.5
2026-09-09T00:13:04,0.1,3591,1547350,1532598,0.2,0.00,0.29,0.00,1.17,0.00,0.00,0.00,1.0,95830.0,95350.0,0.0,0.0,0.5,0.0,64.381,0.000,0.0,634745.5
